"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"40/000072";"Hotel";"1ª - 1 estrella";"";"FRAY SEBASTIAN";"Avenida Avda. Balonmano Nava, 8";"40450";"Segovia";"Nava de la Asunción";"NAVA DE LA ASUNCION";"NAVA DE LA ASUNCION";"921580721";"";"";"infor@hotelfraysebastian.es";"www.hotelfraysebastian.es";"";"";"66";"";"";"";
"40/000073";"Pensión";"Categoría única";"";"AVENIDA";"Avenida  CONDE VALLELLANO, Nº 19";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"722253663";"";"";"MIHA2786@YAHOO.COM";"";"";"";"19";"";"";"";
"40/000074";"Hostal Residencia";"1ª - 1 Estrella";"";"HERNANZ";"Calle CONDE DE  SEPULVEDA, 4";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"921540378";"921540520";"";"elpanadero@turinet.net";"www.el-panadero.com";"";"";"26";"";"";"";
"40/000078";"Hotel";"3ª - 3 Estrellas";"";"CONDES DE CASTILLA";"Calle JOSE CANALEJAS, 3-5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921463529";"921463532";"660865483";"info@hotelcondesdecastilla.com";"www.hotelcondesdecastilla.com";"";"";"24";"-4,1220583";"40,9492611";"Si";
"40/000079";"Hostal";"2ª - 2 Estrellas";"";"VELLOSILLO";"Calle . CONDE VALLELLANO, S/N";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"921553062";"";"";"";"";"";"";"47";"";"";"";
"40/000080";"Hotel";"3ª - 3 Estrellas";"";"LANGA";"Carretera  MADRID-IRUN, KM. 102,6 0";"40591";"Segovia";"Cerezo de Abajo";"CEREZO DE ABAJO";"CEREZO DE ABAJO";"921557133";"921557134";"";"infolanga@gmail.com";"wwwhotellanga.com";"";"";"39";"";"";"Si";
"40/000082";"Hotel Residencia";"2ª - 2 Estrellas";"";"LA POSADA DE DON MARIANO";"Calle MAYOR, 14";"40172";"Segovia";"Pedraza";"PEDRAZA";"PEDRAZA";"921509886";"";"";"INFO@HOTELDONMARIANO.COM";"";"";"";"33";"";"";"";
"40/000083";"Hostal";"2ª - 2 Estrellas";"";"MARINO";"Calle MARQUES DE PERALES, 11";"40400";"Segovia";"Espinar (El)";"ESPINAR (EL)";"ESPINAR (EL)";"921182339";"";"";"";"";"";"";"32";"";"";"";
"40/000086";"Hostal Residencia";"2ª - 2 Estrellas";"";"LAS BRASAS";"Plaza LA COSTANA 1";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921923688";"";"";"";"";"";"";"22";"";"";"";
"40/000087";"Hostal";"1ª - 1 Estrella";"";"LA POSADA";"Avenida CONSTITUCIÓN 8";"40191";"Segovia";"Espirdo";"ESPIRDO";"ESPIRDO";"921449009";"606055588";"";"LAPOSADADEYAGO@HOTMAIL.ES";"";"";"";"43";"";"";"";
"40/000088";"Hotel";"3ª - 3 Estrellas";"";"INFANTA ISABEL";"Plaza MAYOR 12";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921461300";"658904400";"";"admin@hotelinfantaisabel.com";"www.hotelinfantaisabel.com";"";"";"76";"-4,1239528";"40,9499861";"";
"40/000089";"Hostal Residencia";"1ª - 1 Estrella";"";"VICTORIA";"Carretera N-110, KM. 227";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"921198584";"921198648";"";"hostalvictoriacb2@hotmail.com";"";"";"";"8";"";"";"";
"40/000090";"Hostal Residencia";"2ª - 2 Estrellas";"";"EL CANDIL";"Carretera  N. VI  MADRID - LA CORUÑA, KM. 88";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"666067684";"";"";"SEGOESPEJOS@HOTMAIL.COM";"";"";"";"8";"";"";"";
"40/000092";"Hotel Residencia";"1ª - 1 Estrella";"";"LA POSADA DEL RANCHO";"Plaza MARQUÉS DE LOZOYA 3";"40160";"Segovia";"Torrecaballeros";"TORRECABALLEROS";"TORRECABALLEROS";"921401228";"";"";"posada@el-rancho.com";"www.el-rancho.com";"";"";"57";"";"";"";
"40/000096";"Hostal Residencia";"1ª - 1 Estrella";"";"DON JAIME";"Calle OCHOA ONDATEGUI 8";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921444787";"";"";"hostaldonjaime@hotmail.com";"www.viasegovia.com/hostaldonjaime";"";"";"33";"";"";"";
"40/000097";"Hostal Residencia";"2ª - 2 Estrellas";"";"BURGOS";"Carretera SAN ILDEFONSO 1";"40160";"Segovia";"Torrecaballeros";"TORRECABALLEROS";"TORRECABALLEROS";"921401218";"921401002";"";"info@hostalburgos.com";"";"";"";"38";"";"";"";
"40/000098";"Hostal Residencia";"2ª - 2 Estrellas";"";"GOYA II";"Calle SAN FERMIN 4";"40270";"Segovia";"Carbonero el Mayor";"CARBONERO EL MAYOR";"CARBONERO EL MAYOR";"921562070";"";"";"";"www.hostalgoya.es";"";"";"22";"";"";"";
"40/000099";"Hotel";"3ª - 3 Estrellas";"";"CASON DE LA PINILLA";"Calle RINCONADA S/N";"40592";"Segovia";"Cerezo de Arriba";"CEREZO DE ARRIBA";"CEREZO DE ARRIBA";"921523209";"921523209";"";"reservas@casondelapinilla.com";"www.casondelapinilla.com";"";"";"22";"-3,5621045";"41,2391341";"";
"40/000100";"Hostal Residencia";"2ª - 2 Estrellas";"";"SOTOPALACIO";"Calle  C/ SEGOVIA, 15";"40154";"Segovia";"Segovia";"MADRONA";"MADRONA";"921485100";"666571729";"";"sotopalacio15@gmail.com";"www.sotopalacio.com";"";"";"22";"-4,171864";"40,897791";"Si";
"40/000101";"Hotel";"2ª - 2 Estrellas";"";"AVENIDA DEL SOTILLO";"Avenida . DEL SOTILLO, 1";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921445414";"921435369";"";"";"";"";"";"55";"-4,1";"40,9666667";"Si";
"40/000102";"Hotel";"2ª - 2 Estrellas";"";"HOTEL RIAZA";"Calle ISIDRO RODRIGUEZ, 18";"40500";"Segovia";"Riaza";"RIAZA";"RIAZA";"921014473";"616411974";"";"hotel.riaza@gmail.com";"";"";"";"17";"";"";"";
"40/000103";"Pensión";"Categoría única";"";"POZO DE LA NIEVE";"BAÑOS, 4";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921470598";"";"";"";"";"";"";"32";"";"";"";
"40/000107";"Hostal";"1ª - 1 Estrella";"";"VILLA DE SEPULVEDA";"CTRA. BOCEGUILLAS, 9";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"921540302";"";"";"";"WWW.HOSTALRESTAURANTEVILLADESEPULVEDA.COM";"";"";"16";"-3,734005";"41,300929";"";
"40/000108";"Pensión";"Categoría única";"";"CERRO DE LA FUENTE";"Cerro  DE LA FUENTE, 33";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921434631";"";"";"";"";"";"";"5";"";"";"";
"40/000109";"Hotel";"3ª - 3 Estrellas";"";"HOTEL DE LA VILLA";"C/ CALZADA, 5";"40172";"Segovia";"Pedraza";"PEDRAZA";"PEDRAZA";"921508651";"921508653";"";"info@elhoteldelavilla.com";"";"";"";"63";"";"";"";
"40/000110";"Pensión";"Categoría única";"";"MONTERO";"CTRA. VILLACASTIN,2 2ºD";"40006";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420863";"";"";"";"";"";"";"7";"-4,114091";"40,934019";"Si";
"40/000112";"Pensión";"Categoría única";"";"LAS DOS RR";"Calle ARIAS MIRANDA 32";"40332";"Segovia";"San Miguel de Bernuy";"SAN MIGUEL DE BERNUY";"SAN MIGUEL DE BERNUY";"653565688";"";"";"martin_martin_marta@yahoo.es";"";"";"";"9";"";"";"";
"40/000114";"Hostal Residencia";"2ª - 2 Estrellas";"";"HOSTAL DE BUEN AMOR";"C/ ERAS, 7-9";"40170";"Segovia";"Sotosalbos";"SOTOSALBOS";"SOTOSALBOS";"921403020";"";"";"info@hostaldebuenamor.com";"www.hostaldebuenamor.com";"";"";"23";"";"";"Si";
"40/000117";"Hotel Residencia";"2ª - 2 Estrellas";"";"PLAZA CASA PASTOR";"PLAZA MAYOR, 4";"40500";"Segovia";"Riaza";"RIAZA";"RIAZA";"921550283";"696278119";"";"";"";"";"";"27";"-3,476935";"41,27955";"";
"40/000119";"Hostal";"1ª - 1 Estrella";"";"MESON GONZALEZ";"CTRA. SEPULVEDA, 17";"40237";"Segovia";"Sacramenia";"SACRAMENIA";"SACRAMENIA";"921527300";"921527018";"";"";"";"";"";"7";"";"";"";
"40/000120";"Hostal Residencia";"1ª - 1 Estrella";"";"EL HIDALGO-DOS";"JUAN BRAVO, 21";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921463529";"";"";"";"";"";"";"28";"-4,1212056";"40,9482722";"";
"40/000123";"Hotel Residencia";"2ª - 2 Estrellas";"";"RUTA DE CASTILLA";"CTRA. RIAZA, 25";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921441088";"921441082";"";"hotel@hotelrutacastilla.es";"www.hotelrutacastilla.es";"";"";"64";"-4,104395";"40,958751";"Si";
"40/000125";"Hostal Residencia";"1ª - 1 Estrella";"";"HOSTAL RESTAURANTE EL VALLE - VALSAIN";"Carretera Madrid 1";"40100";"Segovia";"Real Sitio de San Ildefonso";"PRADERA DE NAVALHORNO (LA)";"PRADERA DE NAVALHORNO (LA)";"697981056";"";"";"elvallehostalrestaurante@gmail.com";"";"";"";"11";"";"";"";
"40/000187";"Hotel";"4ª - 4 Estrellas";"";"PARADOR DE SEGOVIA";"Carretera  DE VALLADOLID S/N";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921443737";"";"";"segovia@parador.es";"www.parador.es";"Si";"";"214";"-4,109913";"40,960353";"Si";
"42/000002";"Hotel";"4ª - 4 Estrellas";"";"ALFONSO VIII";"Calle ALFONSO VIII 10";"42003";"Soria";"Soria";"SORIA";"SORIA";"975226211";"";"";"reservas@hotelalfonsosoria.com";"www.hotelalfonsosoria.com";"";"";"169";"";"";"Si";
"42/000006";"Hostal";"1ª - 1 Estrella";"";"NIZA";"GERARDO DIEGO , 2";"42250";"Soria";"Arcos de Jalón";"ARCOS DE JALON";"ARCOS DE JALON";"975320181";"";"";"";"";"";"";"17";"";"";"";
"42/000007";"Hostal Residencia";"2ª - 2 Estrellas";"";"LA PERDIZ";"Calle UNIVERSIDAD 33";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975340309";"975360489";"";"";"";"";"";"28";"";"";"";
"42/000009";"Hostal";"2ª - 2 Estrellas";"";"SAN ANDRES";"EDUARDO SAAVEDRA, 24";"42004";"Soria";"Soria";"SORIA";"SORIA";"975221362";"610497585";"";"reservas@hostalensoria.com";"";"";"";"42";"-2,479078";"41,766022";"";
"42/000010";"Hostal Residencia";"2ª - 2 Estrellas";"";"ESTERAS";"CTRA. N-II, 141";"42230";"Soria";"Medinaceli";"ESTERAS DE MEDINACELI";"ESTERAS DE MEDINACELI";"975323500";"";"";"";"";"";"";"20";"";"";"";
"42/000012";"Hostal Residencia";"1ª - 1 Estrella";"";"NICOLAS";"CTRA. N-II, KM. 151";"42240";"Soria";"Medinaceli";"MEDINACELI";"ESTACION";"975326004";"";"";"";"";"";"";"20";"-2,421385";"41,168522";"";
"42/000014";"Hotel";"4ª - 4 Estrellas";"";"LEONOR MIRON";"PASEO DEL MIRON, S/N";"42005";"Soria";"Soria";"SORIA";"SORIA";"975220250";"";"";"hleonor@hotel-leonor.com";"www.hotel-leonor.com";"";"";"62";"";"";"";
"42/000015";"Hostal";"1ª - 1 Estrella";"";"HOSTAL NUMANCIA";"Plaza GERARDO DIEGO 4";"42250";"Soria";"Arcos de Jalón";"ARCOS DE JALON";"ARCOS DE JALON";"625494372";"625494312";"";"administracion@asesoriarebate.com";"";"";"";"26";"";"";"";
"42/000016";"Hostal";"1ª - 1 Estrella";"";"MORENO";"Avenida VALLADOLID 59";"42330";"Soria";"San Esteban de Gormaz";"SAN ESTEBAN DE GORMAZ";"SAN ESTEBAN DE GORMAZ";"975350217";"648945349";"";"";"";"";"";"42";"";"";"";
"42/000017";"Hostal Residencia";"2ª - 2 Estrellas";"";"VENTA NUEVA";"Carretera CTRA. VALLADOLID, KM. 185";"42193";"Soria";"Calatañazor";"ALDEHUELA DE CALATAÑAZOR";"VENTA NUEVA";"975183477";"975183251";"";"";"www.hotelventanueva.com";"";"";"59";"";"";"";
"42/000020";"Hostal";"2ª - 2 Estrellas";"";"LOS INFANTES";"Avenida EUROPA 5";"42110";"Soria";"Ólvega";"OLVEGA";"OLVEGA";"601174589";"";"";"JUANFE79@HOTMAIL.ES";"";"";"";"35";"";"";"";
"42/000021";"Hostal";"1ª - 1 Estrella";"";"CASA DIOCESANA PIO XII";"Calle SAN JUAN 5";"42002";"Soria";"Soria";"SORIA";"SORIA";"975212176";"975211517";"975212176";"casadiocesana@osma-soria.org";"";"";"";"91";"";"";"";
"42/000023";"Hostal Residencia";"2ª - 2 Estrellas";"";"VIENA";"Calle GARCIA SOLIER, 1";"42001";"Soria";"Soria";"SORIA";"SORIA";"975228810";"678897598";"";"adeo@outlook.es";"";"";"";"40";"";"";"";
"42/000024";"Hostal";"2ª - 2 Estrellas";"";"TORRES";"MAGDALENA, 4";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"SAN LEONARDO DE YAGÜE";"975376156";"665769751";"";"";"www.hostaltorres.com";"";"";"82";"";"";"Si";
"42/000026";"Hostal Residencia";"2ª - 2 Estrellas";"";"MARI CARMEN";"CTRA. N-122, KM. 113";"42113";"Soria";"Matalebreras";"MATALEBRERAS";"MATALEBRERAS";"975383068";"";"";"hostalmcarmen@terra.com";"";"";"";"60";"";"";"";
"42/000027";"Hotel";"3ª - 3 Estrellas";"";"NICO HOTEL";"CTRA. N-II, KM. 151";"42240";"Soria";"Medinaceli";"MEDINACELI";"ESTACION";"975326011";"";"";"jacinto.3017@cajarural.com";"www.hotelnicomedinaceli.com";"";"";"42";"-2,4213417";"41,1685417";"";
"42/000029";"Hostal";"2ª - 2 Estrellas";"";"LA VENTA DE VALCORBA";"Carretera NACIONAL 122 KM.147";"42005";"Soria";"Soria";"SORIA";"SORIA";"676716829";"";"";"";"";"";"";"40";"";"";"Si";
"42/000030";"Pensión";"Categoría única";"";"COSIN";"PLAZA JOSE ANTONIO, 3";"42120";"Soria";"Gómara";"GOMARA";"";"975380107";"";"";"";"";"";"";"19";"";"";"";
"42/000031";"Hostal";"2ª - 2 Estrellas";"";"DOÑA JUANA";"Avenida  DE SORIA 2";"42100";"Soria";"Ágreda";"AGREDA";"AGREDA";"976647217";"";"";"reservas@hostaldjuana.com";"www.hotelagreda.com";"";"";"97";"";"";"Si";
"42/000032";"Hostal Residencia";"2ª - 2 Estrellas";"";"RUIZ";"Calle NUMANCIA 49";"42001";"Soria";"Soria";"SORIA";"SORIA";"975226701";"607220588";"";"info@hostalruiz.com";"";"";"";"19";"";"";"";
"42/000035";"Hotel";"2ª - 2 Estrellas";"";"LOS DOCE LINAJES";"Calle IGLESIA 9";"42145";"Soria";"Cidones";"VILLAVERDE DEL MONTE";"VILLAVERDE DEL MONTE";"975270423";"";"";"";"www.hotellosdocelinajes.com";"";"";"29";"";"";"Si";
"42/000040";"Hostal Residencia";"2ª - 2 Estrellas";"";"ALVI";"Calle ALBERCA, 2";"42003";"Soria";"Soria";"SORIA";"SORIA";"975228112";"";"";"";"";"";"";"36";"";"";"";
"42/000042";"Pensión";"Categoría única";"";"SANTA MARIA";"MARQUES DE CERRALBO, S/N";"42260";"Soria";"Santa María de Huerta";"SANTA MARIA DE HUERTA";"SANTA MARIA DE HUERTA";"975327218";"975327395";"";"";"";"";"";"14";"";"";"";
"42/000043";"Hostal";"2ª - 2 Estrellas";"";"VISONTIUM";"CTRA. LAGUNA NEGRA, S/N";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"975378354";"";"";"";"";"";"";"51";"";"";"";
"42/000044";"Hostal Residencia";"1ª - 1 Estrella";"";"EL ARCO";"SAN ANDRES, 5-7";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975310227";"636409148";"";"";"";"";"";"11";"";"";"";
"42/000046";"Pensión";"Categoría única";"";"MATEO'S";"SAN LAZARO, 2-2º B-C";"42200";"Soria";"Almazán";"ALMAZAN";"";"975301400";"975300853";"";"";"";"";"";"15";"";"";"";
"42/000048";"Hostal Residencia";"2ª - 2 Estrellas";"";"TORREMAR";"Carretera  N-II, KM. 154";"42248";"Soria";"Medinaceli";"LODARES";"LODARES";"975326050";"975326037";"";"";"";"";"";"36";"";"";"";
"42/000050";"Hostal";"1ª - 1 Estrella";"";"HOSTAL LA POSADA";"Plaza SAN CLEMENTE 6";"42002";"Soria";"Soria";"SORIA";"SORIA";"608834077";"";"";"";"";"";"";"18";"";"";"";
"42/000056";"Hostal Residencia";"2ª - 2 Estrellas";"";"EL CIERVO";"Carretera CARRETERA DE VALLADOLID S/N";"42192";"Soria";"Villaciervos";"VILLACIERVOS";"VILLACIERVOS";"975280023";"";"";"info@elciervo.net";"www.elciervo.net";"";"";"22";"";"";"";
"42/000057";"Hotel";"4ª - 4 Estrellas";"";"II VIRREY";"Calle MAYOR 2-4";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975341311";"";"";"hotel@virreypalafox.com";"www.virreypalafox.com";"";"";"95";"";"";"";
"42/000059";"Hotel";"3ª - 3 Estrellas";"";"RIO UCERO";"Carretera CTRA. N-122, KM. 214";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975341278";"";"";"rioucero@hotelrioucero.com";"www.hotelrioucero.com";"";"";"162";"";"";"";
"42/000063";"Hostal";"2ª - 2 Estrellas";"";"URBION";"Avenida CONSTITUCION 20";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"975376467";"648580962";"";"";"";"";"";"23";"";"";"";
"42/000076";"Pensión";"Categoría única";"";"PILI";"LA PICOTA, 9";"42174";"Soria";"San Pedro Manrique";"SAN PEDRO MANRIQUE";"SAN PEDRO MANRIQUE";"975381006";"";"";"";"";"";"";"7";"";"";"";
"42/000078";"Pensión";"Categoría única";"";"CASA ABEL";"Calle TRAS LA IGLESIA 1  1ª";"42162";"Soria";"Garray";"GARRAY";"GARRAY";"630632326";"654895997";"";"";"";"";"";"11";"";"";"";
"42/000079";"Pensión";"Categoría única";"";"BETANIA";"Avenida SALAZAR Y TORRES, 21  4º E";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975310352";"";"";"";"";"";"";"10";"";"";"";
"42/000081";"Hotel";"2ª - 2 Estrellas";"";"FRAY TOMAS-CASA VALLECAS";"Calle REAL 16";"42360";"Soria";"Berlanga de Duero";"BERLANGA DE DUERO";"BERLANGA DE DUERO";"975343033";"975343136";"";"";"";"";"";"26";"";"";"";
"42/000084";"Pensión";"Categoría única";"";"EL TORERO";"SASTRE, 35";"42148";"Soria";"Talveila";"TALVEILA";"";"975375415";"";"";"";"";"";"";"9";"";"";"";
"42/000088";"Hostal";"2ª - 2 Estrellas";"";"SAN MARTIN";"Plaza  MARTIN XIMÉNEZ 3";"42156";"Soria";"Molinos de Duero";"MOLINOS DE DUERO";"MOLINOS DE DUERO";"975378611";"63489664";"";"recepción@hsanmartin.es";"www.hsanmartin.es";"";"";"29";"-2,788101";"41,885384";"";
"42/000090";"Hostal";"2ª - 2 Estrellas";"";"RIO DUERO";"Plaza MARTIN XIMENEZ 7";"42156";"Soria";"Molinos de Duero";"MOLINOS DE DUERO";"MOLINOS DE DUERO";"667252687";"";"";"urbion.loli@gmail.com";"";"";"";"18";"";"";"";
"42/000094";"Hostal Residencia";"2ª - 2 Estrellas";"";"GOYO GARRAY";"Calle GARREJO 7";"42162";"Soria";"Garray";"GARRAY";"GARRAY";"975252111";"";"";"";"";"";"";"27";"";"";"";
"42/000095";"Pensión";"Categoría única";"";"TITO";"REINA SOFIA, 30";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"975378227";"";"";"";"";"";"";"7";"";"";"";
"42/000096";"Hostal";"1ª - 1 Estrella";"";"LA VITORINA";"Paseo DE LA FLORIDA 35";"42004";"Soria";"Soria";"SORIA";"SORIA";"975226122";"609876640";"";"administracion@soriadormir.com";"www.soriadormir.com";"";"";"10";"";"";"";
"42/000097";"Hostal Residencia";"2ª - 2 Estrellas";"";"PASO DEL FUEGO";"Calle NUEVA 8";"42174";"Soria";"San Pedro Manrique";"SAN PEDRO MANRIQUE";"SAN PEDRO MANRIQUE";"975381254";"685461253";"";"";"";"";"";"26";"";"";"";
"42/000103";"Hostal Residencia";"2ª - 2 Estrellas";"";"VINUESA";"Calle LAGUNA NEGRA, 10";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"975378503";"6795240";"";"";"";"";"";"13";"";"";"";
"42/000105";"Hotel";"3ª - 3 Estrellas";"";"ANTONIO";"Avenida DE SORIA 13";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975300711";"607901635";"";"hotel@hotelantonio.net";"www.hotelantonio.net";"";"";"36";"-2,53534";"41,496255";"Si";
"42/000106";"Hotel";"3ª - 3 Estrellas";"";"TERMES";"Carretera TIERMES - YACIMIENTO ARQUEOLOGICO DE TIERMES";"42344";"Soria";"Montejo de Tiermes";"CARRASCOSA DE ARRIBA";"CARRASCOSA DE ARRIBA";"975352055";"608830357";"";"recepcion@hoteltermes.com";"www.hoteltermes.com";"";"";"22";"-3,153196";"41,3367";"";
"42/000109";"Pensión";"Categoría única";"";"PILI II";"LA COSA, 4";"42174";"Soria";"San Pedro Manrique";"SAN PEDRO MANRIQUE";"SAN PEDRO MANRIQUE";"975381006";"";"";"";"";"";"";"5";"";"";"";
"42/000110";"Hostal Residencia";"2ª - 2 Estrellas";"";"EL MIRADOR";"MARQUES DE VADILLO, 10";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975360408";"";"";"";"";"";"";"20";"";"";"";
"47/000002";"Hotel";"4ª - 4 Estrellas";"";"IMPERIAL";"Calle PESO, 4";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983330300";"";"";"imperial@himperial.com";"www.hotelimperial.es";"";"";"101";"";"";"";
"47/000011";"Hostal";"2ª - 2 Estrellas";"";"CASTILLA";"JUAN CARLOS I, 10";"47800";"Valladolid";"Medina de Rioseco";"MEDINA DE RIOSECO";"MEDINA DE RIOSECO";"983700078";"";"";"";"";"";"";"32";"";"";"";
"47/000014";"Hostal";"1ª - 1 Estrella";"";"CASA PEÑA";"RUA 6";"47600";"Valladolid";"Villalón de Campos";"VILLALON DE CAMPOS";"VILLALON DE CAMPOS";"983740823";"607667830";"";"todoavalorios@hotmail.com";"www.hostalpena.com";"";"";"17";"";"";"";
"47/000016";"Pensión";"Categoría única";"";"VIANESA";"Calle MONTERO CALVO, 1-1º";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983305892";"";"";"";"";"";"";"18";"";"";"";
"47/000026";"Pensión";"Categoría única";"";"CEUS";"Avenida BURGOS 9  1º D";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983330372";"";"";"";"";"";"";"17";"-4,733031";"41,661791";"";
"47/000030";"Hostal Residencia";"2ª - 2 Estrellas";"";"PARIS";"Calle ESPECERIA 2";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983370625";"620987966";"";"oficina@hostalparis.com";"www.hostalparis.com";"";"";"65";"";"";"";
"47/000035";"Pensión";"Categoría única";"";"JUAREZ";"Avenida MADRID CORUÑA, Nº 12";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983770128";"983770360";"";"";"";"";"";"16";"";"";"";
"47/000036";"Pensión";"Categoría única";"";"CASA BECARES";"Calle ANGEL LLAMAS,33, 1º 2ª";"47600";"Valladolid";"Villalón de Campos";"VILLALON DE CAMPOS";"VILLALON DE CAMPOS";"983740123";"";"";"";"";"";"";"14";"";"";"";
"47/000037";"Pensión";"Categoría única";"";"CASA SEVILLA";"Calle REAL, 78";"47520";"Valladolid";"Castronuño";"CASTRONUÑO";"CASTRONUÑO";"983866021";"";"";"";"";"";"";"10";"";"";"";
"47/000040";"Hotel Residencia";"3ª - 3 Estrellas";"";"LA MOTA";"Calle FERNANDO EL CATOLICO 4";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"MEDINA DEL CAMPO";"983804450";"685680821";"";"";"";"";"";"84";"";"";"Si";
"47/000046";"Hostal";"2ª - 2 Estrellas";"";"HOSTAL GALICIA";"Carretera MADRID-CORUÑA KM 216 1";"47860";"Valladolid";"Villardefrades";"VILLARDEFRADES";"VILLARDEFRADES";"625719752";"";"";"";"";"";"";"21";"";"";"";
"47/000048";"Hotel";"2ª - 2 Estrellas";"";"PIEDRAS BLANCAS";"CTRA. MADRID-GIJON, KM. 148";"47410";"Valladolid";"Olmedo";"OLMEDO";"OLMEDO";"983601206";"";"";"hotelpiedrasblancas@hotmail.com";"www.piedrasblancas.es";"";"";"59";"";"";"";
"47/000051";"Hostal";"2ª - 2 Estrellas";"";"MARIA VICTORIA";"Carretera NACIONAL 601  CTRA.VALLADOLID - LEÓN, KM. 216";"47630";"Valladolid";"Mudarra (La)";"MUDARRA (LA)";"MUDARRA (LA)";"983565152";"";"";"";"";"";"";"17";"";"";"";
"47/000052";"Pensión";"Categoría única";"";"ARGENTINA";"Calle MACIAS PICAVEA, 7- 1º";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983390081";"";"";"";"";"";"";"20";"";"";"";
"47/000056";"Hostal";"2ª - 2 Estrellas";"";"ARENAL";"Calle REAL 4";"47490";"Valladolid";"Rueda";"RUEDA";"RUEDA";"983868052";"604309781";"";"";"";"";"";"22";"";"";"";
"47/000061";"Hostal";"2ª - 2 Estrellas";"";"ALPE";"CTRA. MADRID, KM. 165";"47250";"Valladolid";"Mojados";"MOJADOS";"MOJADOS";"983607102";"";"";"";"";"";"";"20";"-4,667723";"41,432717";"";
"47/000063";"Pensión";"Categoría única";"";"SAN JOSE";"CTRA. ALAEJOS-TORO";"47520";"Valladolid";"Castronuño";"CASTRONUÑO";"CASTRONUÑO";"983866024";"983866058";"";"";"";"";"";"23";"";"";"";
"47/000066";"Hotel";"4ª - 4 Estrellas";"";"OLID";"Plaza SAN MIGUEL, PLAZA, 10";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983357200";"";"";"hotelolid@hotelolid.com";"www.hotelolid.com";"";"";"388";"-4,726615";"41,655062";"Si";
"47/000068";"Hostal Residencia";"2ª - 2 Estrellas";"";"MONACO";"Avenida RAMON Y CAJAL 12  1 FG";"47011";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983258998";"637576228";"";"hostal-monaco@hotmail.com";"www.hostalmonaco.es";"";"";"23";"";"";"";
